//http://127.0.0.1:8080/square?num=77

Threads=250
10 12595.51
20 12556.08
30 12567.88
40 12477.74
50 12212.98
60 12372.67

Threads=500
10 12702.82
20 12671.38
30 12695.74
40 12627.06 
50 12346.55
60 12201.71 

Threads=1000
10 12427.24
20 13100.99
30 13426.08
40 12752.92
50 12813.73
60 12743.89
