// http://127.0.0.1:8080/arithmetic/prime?num=46

Threads=250
10 12401.02
20 11663.41
30 11687.31
40 11828.71
50 11857.26
60 12165.44

Threads=500
10 12120.12 
20 11993.63
30 12166.47
40 12511.40
50 12708.05
60 12599.23

Threads=1000
10 12537.79 
20 12825.22
30 12914.27
40 12955.62
50 13170.94 
60 12511.59
